Date,Daily_Yield,Moving_Average,Volatility,Drawdown
2021-02-01,,,,0.0
2021-02-02,0.018571151044282974,,,0.0
2021-02-03,-1.0795866920876307e-05,,,-1.0795866920840579e-05
2021-02-04,0.008177211416778851,,,0.0
2021-02-05,0.009043302928970043,,,0.0
2021-02-08,0.0047303040750761305,,,0.0
2021-02-09,0.0009690863598068589,,,0.0
2021-02-10,-0.0036440461162803306,,,-0.0036440461162803826
2021-02-11,-0.00017281168485971943,,,-0.0038162280673910034
2021-02-12,0.005970224576036465,,,0.0
2021-02-15,0.014478411138113767,,,0.0
2021-02-16,4.835345106934952e-05,,,0.0
2021-02-17,-0.003575535281840958,,,-0.003575535281841001
2021-02-18,-0.0065055163933592786,,,-0.010057790971809276
2021-02-19,0.007894050438046918,,,-0.002243137242989152
2021-02-22,-0.0010582507275315178,,,-0.0032990141689013233
2021-02-23,0.0021499837830520896,,,-0.0011561232128124881
2021-02-24,0.0031385189225210386,,,0.0
2021-02-25,-0.0024301297688960055,,,-0.0024301297688959726
2021-02-26,-0.013947346849289333,5697.5184326171875,,-0.016343582755409748
2021-03-01,0.015705131635216807,5714.07392578125,0.12501357527700824,-0.0008951292387578075
2021-03-02,0.0029243147588673413,5726.404931640625,0.11063720614235337,0.0
2021-03-03,0.0034993154920015535,5739.755444335938,0.1104107081394128,0.0
2021-03-04,0.00010117284283039929,5750.8609375,0.10848135272320825,0.0
2021-03-05,-0.008232358451277566,5757.030444335937,0.11083942768680834,-0.008232358451277517
2021-03-08,0.020810585815073335,5767.878466796875,0.13073264195974982,0.0
2021-03-09,0.0037235332595932924,5779.549975585937,0.13083635644657624,0.0
2021-03-10,0.011068340846584146,5795.5374755859375,0.13276172574284023,0.0
2021-03-11,0.007213020898964695,5813.73447265625,0.13317131369800897,0.0
2021-03-12,0.0021197461548545515,5830.878466796875,0.13279017392432846,0.0
2021-03-15,-0.0017496903499494287,5843.364477539062,0.1264574985698032,-0.0017496903499493756
2021-03-16,0.003223998834461339,5856.809497070312,0.12626147635592053,0.0
2021-03-17,-0.00010079408807994739,5871.25849609375,0.12470843756844417,-0.00010079408808000245
2021-03-18,0.0013163421992954394,5887.981494140625,0.12024667807846569,0.0
2021-03-19,-0.01069310955967473,5899.202001953125,0.12780644986412942,-0.010693109559674738
2021-03-22,-0.004915001210535341,5909.25400390625,0.1297249182214174,-0.015555554123779838
2021-03-23,-0.0038837653568588593,5917.527001953125,0.13123512248671035,-0.01937890535842599
2021-03-24,0.0003347576136414343,5924.992504882813,0.13113246621538252,-0.01905063498089734
2021-03-25,0.0008609160060919496,5933.418505859375,0.13040771404575255,-0.01820611997138668
2021-03-26,0.006115153591277789,5947.697998046875,0.11778543388673214,-0.012202299600035243
2021-03-29,0.00445826579404307,5958.833984375,0.10732793977104528,-0.007798434900907608
2021-03-30,0.012057211485544617,5972.749487304687,0.11320796724612757,0.0
2021-03-31,-0.003418186881200991,5984.607983398438,0.11493949904306743,-0.003418186881201023
2021-04-01,0.00588901040240275,5998.223486328125,0.11549242944804117,0.0
2021-04-06,0.004650183352692405,6015.657983398438,0.10875214227217204,0.0
2021-04-07,-0.00011085464471405349,6027.041479492187,0.08621078837399787,-0.00011085464471404918
2021-04-08,0.005718806409128252,6039.0789794921875,0.08705490046038612,0.0
2021-04-09,0.0005984607276481313,6048.021997070313,0.08027057086668712,0.0
2021-04-12,-0.0012529529198053169,6054.418017578125,0.07784547795442888,-0.0012529529198053147
2021-04-13,0.0036386052562615845,6061.2955322265625,0.07830482375475308,0.0
2021-04-14,0.003958535612647696,6069.926025390625,0.07813529545552061,0.0
2021-04-15,0.004116892795472893,6078.8615234375,0.07847193087731986,0.0
2021-04-16,0.00849029478632457,6090.4740234375,0.0820398840836043,0.0
2021-04-19,0.0015301432076422206,6102.169018554688,0.08202334046434102,0.0
2021-04-20,-0.020896705943823868,6110.526513671875,0.10700512278292919,-0.020896705943823875
2021-04-21,0.0073704998635766295,6122.6300048828125,0.10627723338176863,-0.013680225248555304
2021-04-22,0.009134453833045786,6138.72900390625,0.10674511673199989,-0.004670732801468033
2021-04-23,-0.00149025479477094,6154.261499023438,0.10746701184609214,-0.006154027014286478
2021-04-26,0.002809243663187022,6170.4169921875,0.10727819648509436,-0.0033620715124924967
2021-04-27,-0.0002804953056912973,6184.664477539062,0.10695440012930588,-0.0036416237729070978
2021-04-28,0.005295104703525455,6199.23798828125,0.107214268221947,0.0
2021-04-29,-0.0006992500790643508,6209.9644775390625,0.10136167449542638,-0.0006992500790643427
2021-04-30,-0.005250214543097376,6220.076977539063,0.1027996209419101,-0.005945793409227361
2021-05-03,0.006128087496042545,6230.323974609375,0.102933453033915,0.0
2021-05-04,-0.008901520825161935,6236.344482421875,0.10880723983156396,-0.008901520825161963
2021-05-05,0.014031305609429445,6246.784985351563,0.1180849081174965,0.0
2021-05-06,0.00277935352783798,6256.353466796875,0.11721667002063504,0.0
2021-05-07,0.004470586789478981,6267.158447265625,0.11760257475596185,0.0
2021-05-10,7.524360115884754e-05,6278.373950195312,0.11724685505814413,0.0
2021-05-11,-0.018571919671571124,6282.5384521484375,0.1374350352761208,-0.0185719196715711
2021-05-12,0.0019082840985804594,6286.076953125,0.1369832332534972,-0.016699076071980075
2021-05-13,0.001430081191380328,6288.786450195313,0.136399732102564,-0.015292875915203783
2021-05-14,0.015395193539620378,6293.689965820313,0.14378796717075898,-0.0001331191600754459
2021-05-17,-0.002786162665435632,6297.222973632813,0.1443178966104352,-0.002918910933877167
