Date,Daily_Yield,Moving_Average,Volatility,Drawdown
2021-02-01,,,,0.0
2021-02-02,0.0138982234844169,,,0.0
2021-02-03,0.0010087690809532,,,0.0
2021-02-04,0.0108533222304207,,,0.0
2021-02-05,0.0038974951646253,,,0.0
2021-02-08,0.0073993483603735,,,0.0
2021-02-09,-0.0011135249921484,,,-0.0011135249921484611
2021-02-10,-0.0003451849323593,,,-0.001458325552458724
2021-02-11,0.0016624551635393,,,0.0
2021-02-12,0.0047110331133788,,,0.0
2021-02-16,-0.0005692724183511,,,-0.0005692724183511339
2021-02-17,-0.0003204020092266,,,-0.000889492031551156
2021-02-18,-0.0044158356273545,,,-0.005301399808302554
2021-02-19,-0.0018548966445751,,,-0.0071464629041617005
2021-02-22,-0.0077328394581538,,,-0.01482403991198397
2021-02-23,0.0012563181187927,,,-0.013586345503126375
2021-02-24,0.011351613765979,,,-0.0023889586837900502
2021-02-25,-0.0244788075251262,,,-0.026809287349110235
2021-02-26,-0.0047502141699028,,,-0.03143215166236232
2021-03-01,0.0237907635068002,3884.351513671875,,-0.008389183042271223
2021-03-02,-0.0080808516908706,3889.1730102539054,0.1562469862591269,-0.01640224298916974
2021-03-03,-0.0130662218719981,3888.843505859375,0.1567457738269348,-0.029254149515072967
2021-03-04,-0.0134172139301002,3885.758508300781,0.1636769347312817,-0.042278854262786325
2021-03-05,0.0194959681977822,3884.268505859375,0.1743387640994583,-0.02360715326315016
2021-03-08,-0.0053592310301612,3880.9945068359375,0.1744587480152571,-0.028839868105009697
2021-03-09,0.0141546423038221,3878.986999511719,0.1802183369673395,-0.015093443818303383
2021-03-10,0.0060303133427013,3878.366003417969,0.1816499905881129,-0.009154148671246823
2021-03-11,0.0103954870044358,3879.839013671875,0.18541720467961,0.0
2021-03-12,0.0010153984958789,3881.187023925781,0.1853748508887726,0.0
2021-03-15,0.0064919213014971,3882.892517089844,0.186029793537853,0.0
2021-03-16,-0.0015696837343783,3884.398510742188,0.1861396945978829,-0.001569683734378362
2021-03-17,0.0028793821305308,3886.538012695312,0.1863112250661281,0.0
2021-03-18,-0.0147605393194591,3886.612512207031,0.1934902606944317,-0.014760539319459226
2021-03-19,-0.0006027039747036,3886.932019042969,0.193374378467105,-0.01535434705844626
2021-03-22,0.0070251180773117,3890.1365234375,0.1924866651863897,-0.008437095082220195
2021-03-23,-0.0076308541839406,3891.594018554688,0.1948331267347149,-0.016003567023852323
2021-03-24,-0.0054673360183149,3889.7795166015626,0.1914643265727367,-0.021383406163756277
2021-03-25,0.0052402658469594,3893.7885131835938,0.1697092124489599,-0.01625519504980834
2021-03-26,0.0166312026045196,3901.958020019531,0.176772994001483,0.0
2021-03-29,-0.0008680126852336,3905.421520996094,0.1573570091453202,-0.0008680126852335753
2021-03-30,-0.0031578329337678,3909.834521484375,0.1545648450178471,-0.004023104579957046
2021-03-31,0.0036224990395776,3917.493017578125,0.1452445990514692,-0.0004151792328563963
2021-04-01,0.0118252017749447,3930.063024902344,0.1370995570932403,0.0
2021-04-05,0.0144382264177436,3941.8615234375,0.1301599720343847,0.0
2021-04-06,-0.0009735307519511,3954.491015625,0.1273167239797605,-0.0009735307519511776
2021-04-07,0.0014752327849856,3964.716516113281,0.120676630625894,0.0
2021-04-08,0.0042206328286402,3974.634509277344,0.1201646353522753,0.0
2021-04-09,0.0077199343487381,3984.107495117188,0.1181955637459918,0.0
2021-04-12,-0.0001960788487688,3993.3400024414063,0.118458700928216,-0.00019607884876880695
2021-04-13,0.0032944868090414,4001.9724975585937,0.1175040133662599,0.0
2021-04-14,-0.0040877267278285,4010.0700073242174,0.1188950138640504,-0.004087726727828515
2021-04-15,0.0110941905251664,4019.8849975585936,0.1231710128522079,0.0
2021-04-16,0.0036088195555097,4033.3855102539055,0.1050732840293645,0.0
2021-04-19,-0.005306560094486,4045.893493652344,0.1086908891104408,-0.005306560094486098
2021-04-20,-0.0068023197717759,4055.610986328125,0.1131035852230243,-0.01207278294761115
2021-04-21,0.0093060554721535,4068.755981445313,0.1090181540720504,-0.0028790774632713174
2021-04-22,-0.0092106574765618,4081.047985839844,0.1137109541148529,-0.012063216743470453
2021-04-23,0.0109286965401769,4094.5804809570313,0.1168836889153196,-0.001266355438381221
2021-04-26,0.0017822709248045,4105.234484863281,0.1059233624314268,0.0
2021-04-27,-0.0002148958880143,4116.0159912109375,0.105661879282535,-0.0002148958880144063
2021-04-28,-0.0008455399168898,4127.247497558594,0.1042806017094581,-0.0010602541018529552
2021-04-29,0.0067628067340457,4139.176513671875,0.1052071825585417,0.0
2021-04-30,-0.0071947066993264,4147.24150390625,0.1055667559674431,-0.007194706699326418
2021-05-03,0.0027480907472536,4152.979016113281,0.0949004131801874,-0.00446638765898238
2021-05-04,-0.0066783376082272,4157.515026855469,0.0988744654626167,-0.011114897222533652
2021-05-05,0.0007034637617677,4161.897021484375,0.0988756639998351,-0.010419252388177702
2021-05-06,0.0081654564660518,4167.11953125,0.1014935652058373,-0.002338873873910432
2021-05-07,0.0073733416169683,4172.309545898437,0.1012088897055583,0.0
2021-05-10,-0.0104356473221881,4175.33154296875,0.1093629282756201,-0.01043564732218821
2021-05-11,-0.0086739128027181,4175.857055664063,0.1138294820112146,-0.019019042229993777
2021-05-12,-0.0214494006645027,4172.776049804687,0.1367746879365101,-0.04006049583745031
2021-05-13,0.0121731414069234,4169.880053710937,0.1380580489743517,-0.02837501651118752
2021-05-14,0.0149179568768997,4169.299047851562,0.1481655205474625,-0.013880356906983035
